waterbody_class,segment_id,win,name,description,basin,part,water_quality_class
Ponds,0501-0012,Pa  3-28- 6-...P13a,Koppers Pond,entire lake,Chemung River,810,C
Ponds,0501-0031,Pa  3-28- 4-P12,Weyer/Brick Pond,entire lake,Chemung River,810,C
Ponds,0502-0001,Pa  3-58-15-P47,Lamoka Lake and Mill Pond,entire lake,Chemung River,811,A
Ponds,0502-0002,Pa  3-58-15-P47- 4-P48,Waneta Lake,entire lake,Chemung River,811,A
Ponds,0502-0024,Pa  3-58-11-P40,Thurston Pond,entire lake,Chemung River,811,C
Ponds,0502-0027,"Pa  3-58-15- 5-P43,P45,P46","Sanford, Van Keuren, Round Lakes",total area of all three lakes,Chemung River,811,C
Ponds,0502-0037,Pa  3-58-34-P71,Loucks Pond,entire lake,Chemung River,811,C
Ponds,0503-0003,Pa  3-57- 5-47-P27c,Almond Lake,entire lake,Chemung River,811,B
Ponds,0503-0032,Pa  3-57- 5-52- 1-P??,Arkport Reservoir,entire reservoir,Chemung River,811,A
Ponds,0601-0001,SR-155-P262,East Sidney Reservoir,entire lake,Susquehanna River,931,B(T)
Ponds,0601-0015,SR (portion 8)/P360,Goodyear Lake,entire lake,Susquehanna River,931,B
Ponds,0601-0016,SR-204-P392,Canadarago Lake,entire lake,Susquehanna River,931,A(T)
Ponds,0601-0033,SR-P404,Otsego Lake,entire lake,Susquehanna River,931,A
Ponds,0601-0066,SR- 99- 1-P174,Beaver Lake,entire lake,Susquehanna River,931,C
Ponds,0601-0070,SR-118-P175,Beaver/Marsh Pond,entire lake,Susquehanna River,931,C
Ponds,0601-0071,SR-124-P177,Pickerel Pond,entire lake,Susquehanna River,931,C
Ponds,0601-0078,SR-146- 9-14-P195,Pickens Pond,entire lake,Susquehanna River,931,C
Ponds,0601-0082,SR-146- 9-40-P210,Gardners Pond,entire lake,Susquehanna River,931,C
Ponds,0801-0451,Ont  19-P1007,North Lake,entire lake,Black River,805,A(T)
Ponds,0902-0006,SL(C)-29-P65,Wolf Pond,entire lake,St. Lawrence River,910,B
Ponds,0906-0065,SL-25-  7/P1- 8- P54..P56,Sixberry Lake,entire lake,St. Lawrence River,910,B
Ponds,0902-0007,SL(C)-32-P257a..P266 thru P273,"Rolley, Little Long, Bear, Bickford Pds",total area of all four lakes,St. Lawrence River,910,C(T)
Ponds,0902-0008,"SL(C)-32-81-P238,P244,P245","Follensby Jr Pond, Toad Pond, Slush Pond",total area of all three lakes,St. Lawrence River,910,C
Ponds,0902-0030,"SL(C)-29-P50,P51","Mountain View Lake, Indian Lake",total area of both lakes,St. Lawrence River,910,B(T)
Ponds,0902-0034,SL(C)-21 (portion 4)/P6b,Upper Chateaugay Lake,entire lake,St. Lawrence River,910,B(T)
Ponds,0902-0036,SL(C)-29- 6-P28,Lake Titus,entire lake,St. Lawrence River,910,B(T)
Ponds,0902-0039,SL(C)-32-52-P179a,Meacham Lake,entire lake,St. Lawrence River,910,FP
Ponds,0902-0056,SL(C)-21 (portion 2)/P6,Lower Chateaugay Lake,entire lake,St. Lawrence River,910,B(T)
Ponds,0902-0074,"SL(C)-29- 1-P22,P23,P24,P25","Twin Ponds, Little/Big Duck Ponds",total area of all four lakes,St. Lawrence River,910,D
Ponds,0902-0079,SL(C)-29-18-P38,Debar Pond,entire lake,St. Lawrence River,910,B
Ponds,0902-0081,SL(C)-29-21- 7- 3-P40,Duck Pond,entire lake,St. Lawrence River,910,D
Ponds,0902-0082,SL(C)-29-21- 7- 8-P41,Grass Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0085,SL(C)-29-22- 4-P49,Ingraham Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0086,SL(C)-29-27-P62,Plumadore Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0090,SL(C)-29-P50- 3-P58,Ragged Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0102,SL(C)-32- 6-P73,Deer River Flow,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0104,"SL(C)-32- 6-P73-26-P78,P83","Horseshoe Pond, Eagle Pond",total area of both lake,St. Lawrence River,910,C
Ponds,0902-0105,"SL(C)-32- 6-P73-26-P80,P82","Lake Duane, Lake Frances",total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0108,"SL(C)-32- 6-P73..31-P86,P87",Mountain Ponds,total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0118,"SL(C)-32-20-30-14-P96,P97","Train Pond, Weller Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0120,SL(C)-32-20-40-P100,Bullhead Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0122,"SL(C)-32-20-49..P107a,P110","Wolf Pond, Long Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0123,"SL(C)-32-20-77-P123,P124","Elbow Pond, Little Rock Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0902-0126,"SL(C)-32-20-83..P128,P128a","Dry Channel Pond, Otter Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0902-0127,SL(C)-32-20-83..P129,Windfall Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0130,SL(C)-32-20-91-P136,Bay Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0902-0132,"SL(C)-32-20..P149,P150,P151","Fish Pond, Sky Pond, Mud Pond",total area of all three lakes,St. Lawrence River,910,FP
Ponds,0902-0133,"SL(C)-32-20..P153,P154,P156","Clamshell Pond, Ochre Pond, Grass Pond",total area of all three lakes,St. Lawrence River,910,FP
Ponds,0902-0134,"SL(C)-32-20..P156a,P157,P158,P159","Saint Regis, Green, Whipple, S.Otter Pds",total area of all four lakes,St. Lawrence River,910,FP
Ponds,0902-0138,SL(C)-32-40- 6-P154,Dexter Lake,entire lake,St. Lawrence River,910,C
Ponds,0902-0140,SL(C)-32-40-P165,Lake Ozonia,entire lake,St. Lawrence River,910,B
Ponds,0902-0144,"SL(C)-32-52-15-P177,P178","Wolf Pond, Rice Lake",total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0145,SL(C)-32-52-P179a- 4-P183 thru P19,"SoStarMt, Baker, McColloms Pds, Spring L",total area of all four lakes,St. Lawrence River,910,C(T)
Ponds,0902-0146,SL(C)-32-52-P179a..P193,Chain Lake,entire lake,St. Lawrence River,910,C
Ponds,0902-0147,"SL(C)-32-52-P179a..P195,P198,P201","Clear, Mountain, Beaver Valley Ponds",total area of all three lakes,St. Lawrence River,910,C
Ponds,0902-0148,SL(C)-32-52-P179a..P202,Osgood Pond,entire lake,St. Lawrence River,910,AA
Ponds,0902-0150,SL(C)-32-52-P179a..P206,Jones Pond,entire lake,St. Lawrence River,910,B
Ponds,0902-0153,"SL(C)-32-69-P225,P227","Madawaska Pond, Quebec Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0902-0156,"SL(C)-32-88-P256,P257","Black Pond, Long Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0902-0157,SL(C)-32-P257a,Lower Saint Regis Lake,entire lake,St. Lawrence River,910,B
Ponds,0902-0159,"SL(C)-32-P257a- 5-P264,P265","Spitfire Lake, Upper Saint Regis Lake",total area of both lakes,St. Lawrence River,910,AA
Ponds,0903-0002,SL- 1-P109..P293-13-P324- 1-P325,Pelcher Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0003,SL- 1-P109-11- 2-P120..P129,Rock Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0004,SL- 1-P109..P241-22-P245..P247,Salmon Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0005,SL- 1-P109..P241-22-P245,South Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0007,"SL- 1-P109..162-31-P233,P234","Moose Pond, Black Pond (East)",total area of both lakes,St. Lawrence River,910,FP
Ponds,0903-0017,"SL- 1-P109..P293-13- 4-P321,P322","Lower, Upper Haymarsh Ponds",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0903-0041,"SL- 1-P109-11-P156..P160,P161,P162","Spruce Grouse Pd, Spring Pd, Graves Pd",total area of all three lakes,St. Lawrence River,910,C
Ponds,0903-0043,SL- 1-P109..P241..P276..P278,Pilgrim Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0055,SL- 1 (portion  6b)/P35c,Carry Falls Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0060,SL- 1- 46-P31,Joe Indian Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0061,SL- 1-P 85- 1-P87,Gull Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0067,SL- 1 (portion  5a)/P6c,Colton Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0068,SL- 1 (portion  5b)/P7,Higley Falls Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0069,SL- 1 (portion  5c)/P17a,South Colton Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0071,SL- 1 (portion  5e)/P22a,Rainbow Falls Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0073,SL- 1 (portion  6a)/P35b,Stark Falls Reservoir,entire reservoir,St. Lawrence River,910,C
Ponds,0903-0075,SL- 1 (portion  8)/P85,Piercefield Flow,entire lake,St. Lawrence River,910,A
Ponds,0903-0078,SL- 1 (portion 11)/P241,Long Lake,entire lake,St. Lawrence River,910,B
Ponds,0903-0081,SL- 1 (portion 14)/P293,Raquette Lake,entire lake,St. Lawrence River,910,AA
Ponds,1006-0030,C-101-P367-83-P394,Jabe Pond,entire lake,Lake Champlain,830,AA-S
Ponds,0903-0099,"SL- 1- 46-P31- 6..P33,P34,P35","Kildare Pd, Thirtyfive Pd, Whitney Pd",total area of all three lakes,St. Lawrence River,910,C(T)
Ponds,0903-0100,SL- 1- 46-P31- 6..P35a,Kettle Pond,entire lake,St. Lawrence River,910,A
Ponds,0903-0103,SL- 1- 58-P41,Amber Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0105,SL- 1- 65-26-P54,Willis Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0106,"SL- 1- 65-P46,P47","Jordan Lake, Little Jordan Lake",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0903-0107,SL- 1- 65..P48 thru P57a (selected),Minor Lake Tribs to Jordan River,total area of selected lakes,St. Lawrence River,910,C
Ponds,0903-0109,"SL- 1- 74-P62,P63","Leonard Pond, Crooked Lake",total area of both lakes,St. Lawrence River,910,C
Ponds,0903-0112,"SL- 1-105a-P78,P78a",Marsh Ponds,total area of both ponds,St. Lawrence River,910,C
Ponds,0903-0114,SL- 1-109- 4- 1-P80,Eagle Crag Lake,entire lake,St. Lawrence River,910,A(T)
Ponds,0903-0120,SL- 1-P 89- 1-P95- 1-P97,Wolf Pond,entire lake,St. Lawrence River,910,B
Ponds,0903-0122,"SL- 1-P 89- 1-P95- 1-P97-P101,P102",North and South Spectacle Ponds,total area of both lakes,St. Lawrence River,910,C
Ponds,0903-0125,SL- 1-P109- 9-P112,Jenkins Pond/Lake Madeliene,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0129,SL- 1-P109-11- 2- 4-P117,Bear Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0130,SL- 1-P109-11- 2-P118,Round Lake,entire lake,St. Lawrence River,910,C
Ponds,0903-0131,SL- 1-P109-11- 2-P120,Little Tupper Lake,entire lake,St. Lawrence River,910,C
Ponds,0903-0133,SL- 1-P109-11- 2-P120- 2-P125,Sperry Pond,entire lake,St. Lawrence River,910,D
Ponds,0903-0134,SL- 1-P109-11- 2-P120..P126 to P128,"Antdeluvian Pond, Doctors Pons, Bum Pond",total area of all three lakes,St. Lawrence River,910,D
Ponds,0903-0139,SL- 1-P109-11- 2-P120..P134,Charley Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0142,SL- 1-P109-11- 6-P143,Horseshoe Lake,entire lake,St. Lawrence River,910,FP
Ponds,0903-0144,SL- 1-P109-11- 9-P154,Long Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0145,SL- 1-P109-11-P144,Hitchins Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0147,SL- 1-P109-11-P144- 1-P145..P146,Trout Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0149,SL- 1-P109-11-P156..P165,Marian Lake,entire lake,St. Lawrence River,910,FP
Ponds,0903-0151,SL- 1-P109-11-P156..P168,Bog Rover Flow,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0154,SL- 1-P109-15-P178,Bridge Brook Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0155,SL- 1-P109-P180,Simon Pond,entire lake,St. Lawrence River,910,B
Ponds,0903-0159,SL- 1-P109..125-P186,Follensby Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0161,SL- 1-P109..126-P188,Panther Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0163,SL- 1-P109..133-P191,Stony Creek Ponds,total area of select ponds,St. Lawrence River,910,B
Ponds,0903-0167,SL- 1-P109..133-P191..P202,Ampersand Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0170,SL- 1-P109..158- 9-P210,Duck Lake,entire lake,St. Lawrence River,910,C
Ponds,0903-0171,"SL- 1-P109..158-P211,P212","Lower, Upper Moose Ponds",total area of both lakes,St. Lawrence River,910,C
Ponds,0903-0175,"SL- 1-P109..162- 6-P221,P222","Moose Pond, Shaw Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0903-0177,SL- 1-P109..162-P235,Duck Hole Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0178,"SL- 1-P109..162-P238,P239","Lower, Upper Preston Ponds",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0903-0181,SL- 1-P109..P241-14-P244,Shaw Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0903-0182,SL- 1-P109..P241-22-P245..P246,Mud Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0183,SL- 1-P109..P241-23-P247a,Owls Head Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0187,SL- 1-P109..P241-27- 3-P252,McRorie Lake/Rock Pond,entire lake,St. Lawrence River,910,B
Ponds,0903-0188,SL- 1-P109..P241-27- 7-P255 to P257,"Grampus Lake, Moonshine Pd, Mohegan Lake",total are of all three lakes,St. Lawrence River,910,C
Ponds,0903-0189,"SL- 1-P109..P241-27-P260,P264","Slim Pond, Stony Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0903-0194,SL- 1-P109..P241..P276..P277,Brandreth Lake,entire lake,St. Lawrence River,910,B(T)
Ponds,0903-0195,SL- 1-P109..P241..P276..P279,Little Forked Lake,entire lake,St. Lawrence River,910,C
Ponds,0903-0196,SL- 1-P109..P241..P279..P280 to 288,Minor Lake Tribs to Little Forked Lake,total area of select lakes,St. Lawrence River,910,C
Ponds,0903-0197,SL- 1-P109..P241..P279..P286,Moose Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0198,SL- 1-P109..P241..P279..P291,Plumley Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0201,"SL- 1-P109..P293- 1-P294,P295","Lower, Mid, Upper Sargent Pds, Helms Pd",total area of all four lakes,St. Lawrence River,910,FP
Ponds,0903-0203,"SL- 1-P109..P293- 4-P304,P306","Utowana Lake, Eagle Lake",total area of both lakes,St. Lawrence River,910,B
Ponds,0903-0204,SL- 1-P109..P293- 4-P307,Blue Mountain Lake,entire lake,St. Lawrence River,910,A(T)
Ponds,0903-0206,SL- 1-P109..P293- 4-P307-P311,Minnow Pond,entire lake,St. Lawrence River,910,C
Ponds,0903-0209,SL- 1-P109..P293- 6-P313,Sagamore Lake,entire lake,St. Lawrence River,910,B
Ponds,0903-0210,"SL- 1-P109..P293- 8-P316,P317","Lower, Upper Browns Tract Pond",total area of both lakes,St. Lawrence River,910,FP
Ponds,0903-0212,SL- 1-P109..P293-13-P319,Cranberry Pond,entire lake,St. Lawrence River,910,FP
Ponds,0903-0213,SL- 1-P109..P293-13-P324,Shallow Lake,entire lake,St. Lawrence River,910,FP
Ponds,0904-0002,"SL- 2-59-32..P359,P361,P362","Len Pond, Wolf Pond, Beaver Pond",total area of all three lakes,St. Lawrence River,910,C(T)
Ponds,0904-0026,SL- 2-25- 3-12-P291,Huckleberry Lake,entire lake,St. Lawrence River,910,C
Ponds,0904-0028,SL- 2-25- 3-18-P293,Trout Lake,entire lake,St. Lawrence River,910,B(T)
Ponds,0904-0033,"SL- 2-45..P301,P302,P303","Long Pond, Greenfield Pond, Round Pond",total area of all three lakes,St. Lawrence River,910,C(T)
Ponds,0904-0040,"SL- 2-48-10-P315,P317","Twin Pond, L Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0904-0043,SL- 2-48-22-P323,Church Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0044,SL- 2-57-P329,Boyd Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0046,SL- 2-58- 9-P331,Parameter Pond,entire lake,St. Lawrence River,910,C
Ponds,0904-0047,SL- 2-58-12-P332,Tracy Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0048,SL- 2-58-14- 2-P335,Blue Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0054,"SL- 2-59-13-P342,P343","Mile Pond, Allen Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0801-0307,Ont  19- 40-P493-19..P566,Thayer Lake,entire lake,Black River,805,C(T)
Ponds,0801-0308,Ont  19- 40-P493-21- 1-P568,Rose Pond,entire lake,Black River,805,C(T)
Ponds,0801-0321,Ont  19- 57- 4-P597,Chase Lake,entire lake,Black River,805,A
Ponds,0801-0322,"Ont  19- 57- 4-P600,P602,P605","Parsons Pd, Upper Chase Lk, Hinchings Pd",total area of all three lakes,Black River,805,C
Ponds,0801-0326,Ont  19- 57-15/17/18..P641 to P643,"Hitchcock Pond, Grass Pond, Moose Pond",total area of all three lakes,Black River,805,C(T)
Ponds,0801-0334,Ont  19- 60- 4-P662,Catspaw Lake,entire lake,Black River,805,C
Ponds,0801-0337,Ont  19- 60-P676,Big Otter Lake,entire lake,Black River,805,C(T)
Ponds,0801-0341,Ont  19- 70- 4-P689-P690,Pleasant Lake,entire lake,Black River,805,C
Ponds,0801-0349,"Ont  19- 81- 7- 1-10..P699,P700","Pine Lake, East Pine Pond",total area of both lakes,Black River,805,C(T)
Ponds,0801-0357,Ont  19- 81-18-17- 6-P731,Wheeler Pond,entire lake,Black River,805,C(T)
Ponds,0801-0360,Ont  19- 81-18-17-14-P736,Safford Pond,entire lake,Black River,805,C(T)
Ponds,0801-0362,Ont  19- 81-18-17-15-P746,Moss Lake,entire lake,Black River,805,A(T)
Ponds,0801-0363,Ont  19- 81-18-17-15-P746- 4-P747,Cascade Lake,entire lake,Black River,805,AA(T)
Ponds,0801-0364,"Ont  19- 81-18-17-15..P748,P749","Bubb Lake, Sis/West Lake",total area of both lakes,Black River,805,C(T)
Ponds,0801-0373,Ont  19- 81-18-P782a thru P782d,"Fulton Chain Lakes, First thru Fourth Lk",total area of all four lakes,Black River,805,A
Ponds,0801-0375,"Ont  19- 81-18-P782a..P783,P784","Bald Mountain Pond, Surprise Pond",total area of both lakes,Black River,805,C(T)
Ponds,0801-0377,Ont  19- 81-18-P782a..P789,Bug Lake,entire lake,Black River,805,AA(T)
Ponds,0801-0378,Ont  19- 81-18-P782a..P790,Eighth Lake,entire lake,Black River,805,A(T)
Ponds,0801-0379,Ont  19- 81-24-P804,Nicks Lake,entire lake,Black River,805,A(T)
Ponds,0801-0381,Ont  19- 81-34-P808,Little Moose Lake,entire lake,Black River,805,B(T)
Ponds,0801-0384,Ont  19- 81-40-P811,Combs Lake,entire lake,Black River,805,C(T)
Ponds,0801-0388,Ont  19- 81-44-P826,Limekiln Lake,entire lake,Black River,805,A(T)
Ponds,0801-0393,Ont  19- 81-51-P838,Canachagala Lake,entire lake,Black River,805,C(T)
Ponds,0801-0396,"Ont  19- 81-58..P849,P850","Beaver Lake, Squaw Lake",total area of both lakes,Black River,805,C(T)
Ponds,0801-0397,Ont  19- 81-60..P883,Lake Kora/Sumner Lake,entire lake,Black River,805,C(T)
Ponds,0801-0409,Ont  19- 90-P910,Buck Pond,entire lake,Black River,805,C(T)
Ponds,0801-0418,Ont  19- 94- 1-P922,Long Lake,entire lake,Black River,805,A(T)
Ponds,0801-0428,Ont  19-104- 2- 6-P950,Stone Dam Pond,entire lake,Black River,805,C(T)
Ponds,0801-0431,Ont  19-104- 3- 5-P958,White Lake,entire lake,Black River,805,A(T)
Ponds,0801-0434,Ont  19-104-11-P969,Gull Lake,entire lake,Black River,805,C(T)
Ponds,0801-0435,"Ont  19-104-24-P973,P975,P976","Fourth, Third, Second Bisby Lakes",total area of all three lakes,Black River,805,C
Ponds,0801-0440,Ont  19-104-P981,Sand Lake,entire lake,Black River,805,C
Ponds,0801-0441,Ont  19-104-P981- 1-P982,Woodhull Lake,entire lake,Black River,805,B(T)
Ponds,0801-0443,"Ont  19-111- 2-P987,P988","Evans Pond, Lake Julia",total area of both lakes,Black River,805,C(T)
Ponds,0801-0446,Ont  19-114- 2-P991,Maple Lake,entire lake,Black River,805,C(T)
Ponds,0801-0449,Ont  19-128-P1004,South Lake,entire lake,Black River,805,A(T)
Ponds,0905-0179,"SL-25-101-P267,P268","Twin Lakes (North, South)",entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0180,SL-25-101-P281,Star Lake,entire lake,St. Lawrence River,910,AA(T)
Ponds,0905-0181,SL-25-101-P290b,Little River Pond,entire lake,St. Lawrence River,910,C
Ponds,0905-0182,"SL-25-101-P298,P300","Heath Pond, Muskrat Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0905-0183,"SL-25-108-P303,P304","Chaumont Pond, Lost Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0905-0185,SL-25-111-P306,Tooley Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0190,"SL-25-P309-11-P321,P322,P323","John Pond, Scott Pond, Colvin Pond",total area of all three lakes,St. Lawrence River,910,C(T)
Ponds,0905-0192,"SL-25-P309-14-P333,P334,P335,P336","Toad Pd, Spectacle Pds (N,S), Simmons Pd",total area of all three lakes,St. Lawrence River,910,FP
Ponds,0905-0193,SL-25-P309..118-P340,Otter Pond,entire lake,St. Lawrence River,910,FP
Ponds,0905-0194,SL-25-P309..126-P352,Wolf Pond,entire lake,St. Lawrence River,910,FP
Ponds,0905-0196,SL-25-P309..P382,Partlow Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0906-0001,SL-25-  7/P1,Black Lake Outlet/Black Lake,entire lake and outlet,St. Lawrence River,910,B
Ponds,0906-0003,"SL-25-  7/P1- 3 (portion 5)/P37,P38","Narrow Lake, Indian Lake",total area of both lakes,St. Lawrence River,910,C
Ponds,0906-0006,SL-25-  7/P1- 8-P54..P59,Clear Lake,entire lake,St. Lawrence River,910,B
Ponds,0906-0007,SL-25-  7/P1- 8-P54..P57,Mud Lake,entire lake,St. Lawrence River,910,C
Ponds,0906-0008,SL-25-  7/P1- 8-P54..P58,Crystal Lake,entire lake,St. Lawrence River,910,B
Ponds,0906-0016,SL-25-  7/P1- 3-55-P24,Lake Bonaparte,entire lake,St. Lawrence River,910,B
Ponds,0906-0028,SL-25-  7/P1- 2- 4-P3,Mud Lake,entire lake,St. Lawrence River,910,C
Ponds,0906-0039,SL-25-  7/P1- 3-19-P10,Red Lake,entire lake,St. Lawrence River,910,C
Ponds,0906-0050,SL-25-  7/P1- 3-55-P23,Mud Lake,entire lake,St. Lawrence River,910,B
Ponds,0906-0054,"SL-25-  7/P1- 3-58-P40,P42","Indian Pond, Crooked Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0906-0055,SL-25-  7/P1- 3-59-P44,Onjebonge Pond,entire lake,St. Lawrence River,910,C
Ponds,0906-0058,"SL-25-  7/P1- 3-66-P47a,P47b","Ashcraft Pond, Beaver Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0906-0060,SL-25-  7/P1- 5-P51,Grass Lake,entire lake,St. Lawrence River,910,C
Ponds,0906-0064,SL-25-  7/P1- 8- P54..P55,Millsite Lake,entire lake,St. Lawrence River,910,B
Ponds,1000-0001,C (portion 1),"Lake Champlain, Main Lake, North","portion of lake, Canadian border to/incl Cumberland Bay",Lake Champlain,830,A
Ponds,1000-0002,C (portion 2),"Lake Champlain, Main Lake, Middle","portion of lake, from Cumberland Bay to Split Rock Pt",Lake Champlain,830,A
Ponds,1000-0004,C (portion 4),"Lake Champlain, South Lake","portion of lake, from Crown Point Br to Champlain Canal",Lake Champlain,830,B
Ponds,1001-0001,C,Cumberland Bay,"entire bay, as described below",Lake Champlain,830,B
Ponds,1001-0027,"C- 86-3-P338,P339,P340","Bartlett, Mud, North Ponds",total area of three lakes,Lake Champlain,830,AA(T)
Ponds,1001-0029,C- 86..P341 thru P347,Minor Lakes in Mill Creek Watershed,total area of selected lakes,Lake Champlain,830,C(T)
Ponds,1002-0019,C-  3 (portion 4)/P10b,Miner Lake,entire lake,Lake Champlain,830,C(T)
Ponds,1002-0022,C-  4- 4-P22,Lake Alice,entire lake,Lake Champlain,830,C
Ponds,1003-0045,C- 15 (portion 5)-P76,"Saranac River, Franklin Falls Pond",entire reservoir,Lake Champlain,830,C
Ponds,1003-0048,C- 15-P114,Upper Saranac Lake,entire lake,Lake Champlain,830,AA
Ponds,1003-0060,C- 15-22-24-P48,Loon Lake,entire lake,Lake Champlain,830,B(T)
Ponds,1003-0062,C- 15-22-P55,Lake Kushaqua,entire lake,Lake Champlain,830,C(T)
Ponds,1003-0064,C- 15-22..P57 thru P72 (selected),Minor Lake Tribs to Upper North Branch,total area of selected lakes,Lake Champlain,830,See Blw
Ponds,1003-0068,C- 15-28-P 73,Silver Lake,entire lake,Lake Champlain,830,A
Ponds,1003-0072,C- 15-P 86-59-P 88,McKenzie Pond,entire lake,Lake Champlain,830,AA(T)
Ponds,1003-0073,C- 15-P 86-P 90,Oseetah Lake,entire lake,Lake Champlain,830,AA
Ponds,1003-0078,C- 15-P102/P103,First/Second Ponds,total area of both lakes,Lake Champlain,830,C
Ponds,1003-0080,C- 15-P104,Lower Saranac Lake,entire lake,Lake Champlain,830,AA
Ponds,1003-0083,"C- 15-P110, P207 thru P209",Middle Saranac Lake (incl Weller Pond),entire lake,Lake Champlain,830,AA
Ponds,1003-0085,C- 15-P104/P110..P105 thru 113,Minor Lake Tribs to Low/Mid Saranac Lake,total area of selected lakes,Lake Champlain,830,AA
Ponds,1003-0088,C- 15-P114..P116,Follensby Clear Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0090,C- 15-P114..P120,Polliwog Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0095,C- 15-P114..P142,Floodwood Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0097,C- 15-P114..P149,Long Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0098,"C- 15-P114..P159, P160",Slang/Turtle Ponds,entire lake,Lake Champlain,830,AA
Ponds,1003-0099,C- 15-P114..P161,Hoel Pond,entire lake,Lake Champlain,830,AA(T)
Ponds,1003-0100,C- 15-P114..P168,Rollins Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0107,C- 15-P114..P191,Little Clear Pond,entire lake,Lake Champlain,830,AA
Ponds,1003-0109,C- 15-P114..P199,Lake Clear,entire lake,Lake Champlain,830,AA(T)
Ponds,1003-0113,C- 15 ..P 35 thru P 40,Minor Lake Tribs to Middle Saranac River,total area of selected lakes,Lake Champlain,830,C(T)
